Ngày,Lần cuối,Mở,Cao,Thấp,KL,% Thay đổi
02/01/2019,4237.2,4309.3,4381.5,4210.9,2.44M,-0.77%
28/12/2018,4270,4296.2,4440.5,4263.4,4.77M,2.20%
27/12/2018,4178.1,4033.8,4178.1,4007.6,3.84M,6.88%
26/12/2018,3909.2,4197.8,4302.8,3909.2,6.16M,-6.88%
25/12/2018,4197.8,4191.3,4256.9,4132.2,5.41M,-3.18%
24/12/2018,4335.6,4493,4591.4,4335.6,3.06M,-3.50%
21/12/2018,4493,4591.4,4591.4,4493,5.85M,-2.14%
20/12/2018,4591.4,4591.4,4643.8,4578.2,1.83M,0.00%
19/12/2018,4591.4,4604.5,4735.7,4591.4,3.34M,0.00%
18/12/2018,4591.4,4525.8,4591.4,4506.1,3.72M,0.00%
17/12/2018,4591.4,4722.5,4781.6,4591.4,3.42M,-3.45%
14/12/2018,4755.3,4827.5,4853.7,4755.3,2.91M,-1.50%
13/12/2018,4827.5,4919.3,4945.6,4801.3,3.08M,-0.94%
12/12/2018,4873.4,4761.9,4886.5,4761.9,3.38M,2.48%
11/12/2018,4755.3,4873.4,4925.9,4709.4,5.12M,-3.59%
10/12/2018,4932.4,5030.8,5030.8,4925.9,5.27M,-1.96%
07/12/2018,5030.8,4912.8,5109.5,4853.7,8.47M,4.78%
06/12/2018,4801.3,4696.3,4880,4657,4.98M,2.24%
05/12/2018,4696.3,4650.4,4748.8,4591.4,4.91M,-1.24%
04/12/2018,4755.3,4801.3,4880,4735.7,6.82M,2.40%
03/12/2018,4643.8,4466.7,4643.8,4466.7,4.65M,6.95%
30/11/2018,4342.1,4335.6,4355.2,4132.2,5.55M,-0.30%
29/11/2018,4355.2,4591.4,4650.4,4348.7,7.38M,-5.14%
28/11/2018,4591.4,4597.9,4702.9,4591.4,3.75M,-0.71%
27/11/2018,4624.2,4657,4702.9,4597.9,3.02M,-0.70%
26/11/2018,4657,4591.4,4702.9,4591.4,2.64M,2.16%
23/11/2018,4558.6,4886.5,4886.5,4519.2,13.59M,-6.08%
22/11/2018,4853.7,5017.7,5024.3,4853.7,4.71M,-3.02%
21/11/2018,5004.6,4919.3,5043.9,4919.3,2.10M,-0.52%
20/11/2018,5030.8,4919.3,5063.6,4860.3,2.88M,1.45%
19/11/2018,4958.7,4899.6,4998,4886.5,2.44M,2.44%
16/11/2018,4840.6,4788.1,4893.1,4788.1,3.17M,2.50%
15/11/2018,4722.5,4984.9,4984.9,4722.5,5.94M,-5.26%
14/11/2018,4984.9,5207.9,5273.5,4984.9,6.34M,-4.28%
13/11/2018,5207.9,5221,5312.9,5201.4,4.90M,-1.98%
12/11/2018,5312.9,5411.3,5411.3,5181.7,4.68M,-2.06%
09/11/2018,5424.4,5693.3,5693.3,5411.3,5.15M,-4.72%
08/11/2018,5693.3,5699.9,5726.1,5608,3.92M,2.12%
07/11/2018,5575.2,5653.9,5758.9,5575.2,7.36M,-2.52%
06/11/2018,5719.5,5772,6067.2,5719.5,8.11M,0.23%
05/11/2018,5706.4,5404.7,5706.4,5391.6,5.61M,5.97%
02/11/2018,5385,5542.4,5667.1,5240.7,19.74M,-4.42%
01/11/2018,5634.3,5903.2,5903.2,5634.3,11.76M,-6.93%
31/10/2018,6054,6054,6257.4,6054,22.45M,-6.96%
30/10/2018,6506.6,6296.7,6552.5,6296.7,3.31M,0.20%
29/10/2018,6493.5,6493.5,6591.9,6395.1,2.58M,-1.00%
26/10/2018,6559.1,6526.3,6788.7,6473.8,4.71M,3.09%
25/10/2018,6362.3,6231.1,6427.9,6100,7.13M,-2.02%
24/10/2018,6493.5,6755.9,6887.1,6493.5,8.46M,-3.88%
23/10/2018,6755.9,7149.4,7182.2,6723.1,10.74M,-6.36%
22/10/2018,7215,7477.4,7543,7215,6.02M,-3.08%
19/10/2018,7444.6,7477.4,7608.6,7346.2,4.72M,-2.57%
18/10/2018,7641.3,7510.2,7674.1,7477.4,3.60M,1.30%
17/10/2018,7543,7739.7,7739.7,7510.2,4.42M,0.88%
16/10/2018,7477.4,7313.4,7543,7313.4,4.47M,2.24%
15/10/2018,7313.4,7674.1,7674.1,7313.4,4.43M,-4.70%
12/10/2018,7674.1,7444.6,7739.7,7280.6,10.52M,0.00%
11/10/2018,7674.1,7805.3,7936.5,7674.1,19.91M,-6.77%
10/10/2018,8231.7,8658,8690.8,8231.7,12.15M,-4.56%
09/10/2018,8625.2,8723.6,8953.2,8625.2,10.37M,-1.13%
08/10/2018,8723.6,8362.8,8756.4,8297.3,18.08M,4.72%
05/10/2018,8330.1,8264.5,8494,8198.9,9.01M,0.79%
04/10/2018,8264.5,8198.9,8297.3,8100.5,6.92M,0.80%
03/10/2018,8198.9,8264.5,8362.8,7936.5,10.33M,-0.40%
02/10/2018,8231.7,8362.8,8461.2,8198.9,8.63M,-1.18%
01/10/2018,8330.1,8297.3,8658,8231.7,12.78M,0.40%
28/09/2018,8297.3,8297.3,8494,8231.7,7.40M,0.00%
27/09/2018,8297.3,8494,8494,8297.3,6.36M,-1.17%
26/09/2018,8395.6,8297.3,8658,8198.9,11.37M,2.40%
25/09/2018,8198.9,7936.5,8330.1,7903.7,9.68M,1.63%
24/09/2018,8067.7,8067.7,8231.7,7969.3,7.93M,-0.40%
21/09/2018,8100.5,8198.9,8428.4,8067.7,9.81M,-1.20%
20/09/2018,8198.9,8034.9,8231.7,7936.5,7.58M,2.04%
19/09/2018,8034.9,8067.7,8395.6,7903.7,13.89M,1.24%
18/09/2018,7936.5,7346.2,7936.5,7280.6,17.97M,6.61%
17/09/2018,7444.6,7280.6,7510.2,7280.6,5.90M,2.25%
14/09/2018,7280.6,7477.4,7674.1,7280.6,6.66M,-2.20%
13/09/2018,7444.6,7083.8,7444.6,6985.4,12.33M,6.08%
12/09/2018,7018.2,6952.6,7083.8,6952.6,5.78M,0.94%
11/09/2018,6952.6,6887.1,6985.4,6854.3,3.33M,0.95%
10/09/2018,6887.1,6788.7,7018.2,6755.9,6.37M,0.96%
07/09/2018,6821.5,6854.3,6952.6,6788.7,7.82M,-0.48%
06/09/2018,6854.3,6952.6,6985.4,6821.5,3.25M,-1.41%
05/09/2018,6952.6,6952.6,7051,6919.8,2.91M,-0.47%
04/09/2018,6985.4,7051,7083.8,6952.6,2.67M,-1.39%
31/08/2018,7083.8,7215,7280.6,7051,4.27M,-1.37%
30/08/2018,7182.2,7083.8,7280.6,7051,4.91M,1.86%
29/08/2018,7051,7018.2,7116.6,6952.6,3.76M,0.00%
28/08/2018,7051,7215,7280.6,7018.2,5.24M,-2.27%
27/08/2018,7215,7083.8,7346.2,7083.8,9.08M,2.33%
24/08/2018,7051,6887.1,7182.2,6821.5,6.73M,2.87%
23/08/2018,6854.3,6788.7,6952.6,6755.9,4.01M,0.97%
22/08/2018,6788.7,6887.1,6952.6,6788.7,3.18M,0.49%
21/08/2018,6755.9,6723.1,6821.5,6690.3,3.36M,0.49%
20/08/2018,6723.1,6952.6,6985.4,6624.7,4.68M,-2.38%
17/08/2018,6887.1,7149.4,7149.4,6887.1,2.47M,-1.87%
16/08/2018,7018.2,6887.1,7149.4,6887.1,2.96M,0.47%
15/08/2018,6985.4,7149.4,7215,6985.4,2.98M,-1.84%
14/08/2018,7116.6,7346.2,7444.6,7116.6,6.11M,-1.81%
13/08/2018,7247.8,7018.2,7247.8,7018.2,8.24M,6.76%
10/08/2018,6788.7,6788.7,6854.3,6723.1,2.68M,0.00%
09/08/2018,6788.7,6755.9,6887.1,6755.9,3.52M,0.00%
08/08/2018,6788.7,6887.1,6952.6,6755.9,4.16M,-0.48%
07/08/2018,6821.5,6755.9,7051,6755.9,3.81M,-0.48%
06/08/2018,6854.3,7215,7215,6821.5,6.09M,-3.69%
03/08/2018,7116.6,7247.8,7379,7116.6,5.18M,-1.81%
02/08/2018,7247.8,7346.2,7379,7083.8,4.68M,-1.78%
01/08/2018,7379,7411.8,7608.6,7346.2,3.78M,0.00%
31/07/2018,7379,7641.3,7772.5,7346.2,8.73M,-4.25%
30/07/2018,7706.9,7247.8,7706.9,7215,9.47M,6.82%
27/07/2018,7215,7083.8,7280.6,7051,3.05M,1.85%
26/07/2018,7083.8,7149.4,7280.6,7083.8,2.63M,-0.92%
25/07/2018,7149.4,7346.2,7477.4,7149.4,4.30M,-2.24%
24/07/2018,7313.4,7149.4,7510.2,7149.4,3.75M,1.36%
23/07/2018,7215,7608.6,7674.1,7215,4.98M,-5.58%
20/07/2018,7641.3,7674.1,7805.3,7444.6,8.55M,0.86%
19/07/2018,7575.8,7575.8,7575.8,7510.2,5.77M,6.95%
18/07/2018,7083.8,6690.3,7083.8,6591.9,5.21M,6.93%
17/07/2018,6624.7,6493.5,6624.7,6493.5,2.22M,1.00%
16/07/2018,6559.1,6690.3,6755.9,6532.9,2.37M,-0.50%
13/07/2018,6591.9,6532.9,6755.9,6532.9,2.25M,0.90%
12/07/2018,6532.9,6296.7,6723.1,6244.3,2.53M,2.15%
11/07/2018,6395.1,6552.5,6559.1,6395.1,3.42M,-3.47%
10/07/2018,6624.7,6821.5,6919.8,6591.9,2.35M,-2.88%
09/07/2018,6821.5,6952.6,7018.2,6755.9,2.67M,-0.48%
06/07/2018,6854.3,6559.1,6919.8,6427.9,4.21M,3.98%
05/07/2018,6591.9,7051,7051,6559.1,2.69M,-5.63%
04/07/2018,6985.4,6919.8,7083.8,6690.3,2.96M,0.95%
03/07/2018,6919.8,7411.8,7444.6,6919.8,7.16M,-6.64%
02/07/2018,7411.8,7870.9,7870.9,7411.8,8.58M,-6.61%
29/06/2018,7936.5,8067.7,8100.5,7936.5,1.76M,0.00%
28/06/2018,7936.5,8264.5,8297.3,7936.5,2.39M,-3.97%
27/06/2018,8264.5,8264.5,8625.2,8198.9,4.97M,0.40%
26/06/2018,8231.7,8198.9,8395.6,8067.7,2.10M,0.40%
25/06/2018,8198.9,8461.2,8461.2,8198.9,2.70M,-1.19%
22/06/2018,8297.3,8133.3,8330.1,8002.1,2.13M,2.02%
21/06/2018,8133.3,8264.5,8264.5,8100.5,2.18M,-2.36%
20/06/2018,8330.1,8198.9,8330.1,7969.3,2.46M,4.10%
19/06/2018,8002.1,8330.1,8395.6,7838.1,6.31M,-4.69%
18/06/2018,8395.6,8592.4,8953.2,8264.5,6.53M,-2.29%
15/06/2018,8592.4,8658,8723.6,8526.8,9.74M,-0.76%
14/06/2018,8658,8559.6,8854.8,8526.8,6.81M,3.13%
13/06/2018,8395.6,8395.6,8526.8,8264.5,2.52M,1.59%
12/06/2018,8264.5,8494,8690.8,8264.5,4.90M,-5.26%
11/06/2018,8723.6,8395.6,9018.8,8297.3,5.92M,1.14%
08/06/2018,8625.2,7936.5,8625.2,7805.3,6.29M,6.91%
07/06/2018,8067.7,8362.8,8395.6,7936.5,5.05M,-3.53%
06/06/2018,8362.8,8526.8,8526.8,8198.9,8.10M,-0.78%
05/06/2018,8428.4,8428.4,8428.4,8330.1,11.22M,6.64%
04/06/2018,7903.7,7739.7,7903.7,7674.1,4.56M,6.64%
01/06/2018,7411.8,7018.2,7411.8,7018.2,6.87M,6.60%
31/05/2018,6952.6,6887.1,7051,6821.5,7.05M,5.04%
30/05/2018,6618.7,6678.4,6887.1,6469.7,6.14M,-1.33%
29/05/2018,6708.2,6141.7,6767.8,6111.9,4.67M,4.65%
28/05/2018,6410,6738,7036.1,6410,6.57M,-6.93%
25/05/2018,6887.1,6976.5,7095.8,6827.4,4.08M,-1.70%
24/05/2018,7006.3,7274.6,7304.4,6797.6,4.39M,-3.69%
23/05/2018,7274.6,7036.1,7274.6,6767.8,10.51M,0.00%
22/05/2018,7274.6,7811.3,7870.9,7274.6,7.42M,-6.87%
21/05/2018,7811.3,8258.5,8318.1,7811.3,7.84M,-6.43%
18/05/2018,8347.9,8437.4,8526.8,8288.3,2.52M,-1.41%
17/05/2018,8467.2,8526.8,8646.1,8347.9,3.61M,-0.70%
16/05/2018,8526.8,8646.1,8765.3,8526.8,2.89M,-1.38%
15/05/2018,8646.1,8586.5,8825,8556.6,3.62M,0.35%
14/05/2018,8616.3,8795.2,8795.2,8556.6,2.42M,-0.34%
11/05/2018,8646.1,8586.5,8765.3,8526.8,3.36M,0.69%
10/05/2018,8586.5,8874.6,8989.8,8471.2,4.90M,-1.65%
09/05/2018,8730.5,8154.3,8730.5,8154.3,6.69M,6.69%
08/05/2018,8183.1,8500,8528.8,8183.1,4.09M,-3.40%
07/05/2018,8471.2,8298.3,8471.2,8240.7,4.20M,2.80%
04/05/2018,8240.7,8384.8,8615.3,8211.9,3.84M,-1.72%
03/05/2018,8384.8,8471.2,8701.7,8384.8,14.07M,-6.73%
02/05/2018,8989.8,8989.8,9220.4,8989.8,7.59M,-6.87%
27/04/2018,9652.6,9393.2,9796.6,9393.2,3.27M,2.45%
26/04/2018,9422,9508.5,9796.6,9364.4,3.08M,-2.39%
24/04/2018,9652.6,9681.4,9969.5,9594.9,3.12M,-3.18%
23/04/2018,9969.5,10689.8,10689.8,9969.5,6.61M,-6.74%
20/04/2018,10689.8,10776.3,10949.2,10430.5,2.94M,-0.27%
19/04/2018,10718.7,11208.5,11208.5,10718.7,4.46M,-5.34%
18/04/2018,11323.7,11266.1,11467.8,11208.5,3.90M,-1.26%
17/04/2018,11467.8,10949.2,11467.8,10920.4,2.65M,4.74%
16/04/2018,10949.2,11266.1,11294.9,10805.1,5.06M,-3.80%
13/04/2018,11381.4,12101.7,12101.7,11381.4,7.32M,-5.95%
12/04/2018,12101.7,12562.7,12678,12015.3,5.61M,-3.89%
11/04/2018,12591.5,13023.8,13081.4,12389.9,3.60M,-3.32%
10/04/2018,13023.8,13196.6,13340.7,13023.8,2.34M,-0.88%
09/04/2018,13139,12850.9,13139,12850.9,3.87M,1.79%
06/04/2018,12908.5,12966.1,13023.8,12822.1,2.67M,-0.89%
05/04/2018,13023.8,13081.4,13081.4,12908.5,2.52M,-0.44%
04/04/2018,13081.4,12793.2,13081.4,12793.2,2.86M,2.02%
03/04/2018,12822.1,13023.8,13081.4,12706.8,2.85M,-2.41%
02/04/2018,13139,13196.6,13254.3,13052.6,1.57M,0.00%
30/03/2018,13139,12994.9,13139,12937.3,1.54M,-0.44%
29/03/2018,13196.6,13052.6,13225.4,13052.6,1.43M,0.00%
28/03/2018,13196.6,13139,13196.6,13023.8,1.46M,0.00%
27/03/2018,13196.6,13139,13311.9,13139,2.94M,0.88%
26/03/2018,13081.4,13657.6,13657.6,13081.4,4.61M,-4.22%
23/03/2018,13657.6,13427.1,13657.6,13311.9,3.11M,-0.42%
22/03/2018,13715.3,13600,13772.9,13542.4,2.17M,0.85%
21/03/2018,13600,13542.4,13657.6,13427.1,2.41M,0.85%
20/03/2018,13484.8,13427.1,13657.6,13427.1,2.15M,0.00%
19/03/2018,13484.8,13686.5,13772.9,13456,2.31M,-0.21%
16/03/2018,13513.6,13801.7,13801.7,13513.6,5.00M,-2.29%
15/03/2018,13830.5,13715.3,13830.5,13456,4.37M,0.42%
14/03/2018,13772.9,13888.2,14118.7,13686.5,3.04M,-1.44%
13/03/2018,13974.6,13542.4,14061,13369.5,5.69M,2.97%
12/03/2018,13571.2,13945.8,14003.4,13542.4,5.40M,-3.09%
09/03/2018,14003.4,14205.1,14233.9,13945.8,3.80M,-0.82%
08/03/2018,14118.7,14320.4,14666.1,14118.7,2.90M,-1.61%
07/03/2018,14349.2,14061,14694.9,14003.4,4.90M,1.22%
06/03/2018,14176.3,13600,14176.3,13254.3,4.47M,5.13%
05/03/2018,13484.8,14118.7,14118.7,13456,7.98M,-4.88%
02/03/2018,14176.3,14118.7,14349.2,14089.9,2.93M,-1.20%
01/03/2018,14349.2,14003.4,14579.7,13859.3,3.54M,2.47%
28/02/2018,14003.4,14003.4,14176.3,13917,4.78M,-1.82%
27/02/2018,14262.7,14291.5,14464.4,13974.6,3.45M,-0.60%
26/02/2018,14349.2,14925.4,15156,14349.2,5.91M,-3.67%
23/02/2018,14896.6,14378,14983.1,14378,7.80M,5.29%
22/02/2018,14147.5,13801.7,14464.4,13686.5,8.99M,1.45%
21/02/2018,13945.8,13830.5,14061,13600,4.06M,2.11%
13/02/2018,13657.6,13513.6,13772.9,13456,3.07M,3.04%
12/02/2018,13254.3,13254.3,13513.6,13110.2,2.42M,1.77%
09/02/2018,13023.8,12879.7,13081.4,12620.4,3.75M,-1.52%
08/02/2018,13225.4,13945.8,13945.8,13225.4,4.60M,-5.36%
07/02/2018,13974.6,13888.2,14349.2,13830.5,2.86M,3.19%
06/02/2018,13542.4,12937.3,13830.5,12879.7,10.01M,-2.08%
05/02/2018,13830.5,14608.5,14694.9,13830.5,6.02M,-6.98%
02/02/2018,14867.8,14896.6,14983.1,14666.1,1.85M,0.58%
01/02/2018,14781.4,15156,15156,14752.6,3.44M,-1.72%
31/01/2018,15040.7,14925.4,15386.5,14522.1,9.62M,0.38%
30/01/2018,14983.1,15098.3,15156,14694.9,6.22M,-0.76%
29/01/2018,15098.3,14694.9,15156,14694.9,7.04M,2.95%
26/01/2018,14666.1,14579.7,14867.8,14522.1,5.02M,0.99%
25/01/2018,14522.1,14954.3,15040.7,14493.2,11.56M,-3.26%
22/01/2018,15011.9,14810.2,15098.3,14522.1,8.17M,1.96%
19/01/2018,14723.8,14810.2,15040.7,14666.1,6.76M,0.20%
18/01/2018,14694.9,14205.1,14694.9,14003.4,11.29M,0.00%
17/01/2018,14694.9,15559.3,15674.6,14694.9,18.02M,-6.93%
16/01/2018,15789.9,16423.8,16510.2,15789.9,11.56M,-4.36%
15/01/2018,16510.2,15732.2,16567.8,15559.3,12.20M,4.56%
12/01/2018,15789.9,15789.9,16250.9,15559.3,10.36M,-0.54%
11/01/2018,15876.3,15847.5,16078,15444.1,9.07M,0.00%
10/01/2018,15876.3,15905.1,16308.5,15588.2,13.98M,1.85%
09/01/2018,15588.2,14550.9,15588.2,14550.9,17.44M,6.92%
08/01/2018,14579.7,14349.2,14637.3,14118.7,5.84M,0.40%
05/01/2018,14522.1,14839,14867.8,14406.8,6.52M,-2.14%
04/01/2018,14839,14694.9,14896.6,14579.7,6.31M,1.78%
03/01/2018,14579.7,14291.5,14666.1,14262.7,8.32M,2.64%
02/01/2018,14205.1,14291.5,14349.2,14147.5,3.16M,0.61%
29/12/2017,14118.7,13830.5,14378,13715.3,7.25M,1.66%
28/12/2017,13888.2,14003.4,14003.4,13801.7,2.27M,0.42%
27/12/2017,13830.5,13830.5,14061,13801.7,2.01M,-0.62%
26/12/2017,13917,13772.9,14003.4,13600,2.82M,1.47%
25/12/2017,13715.3,13744.1,13801.7,13600,2.17M,0.42%
22/12/2017,13657.6,14061,14118.7,13657.6,4.72M,-2.47%
21/12/2017,14003.4,14003.4,14291.5,14003.4,3.87M,0.00%
20/12/2017,14003.4,14176.3,14291.5,13945.8,4.42M,-1.22%
19/12/2017,14176.3,14291.5,14550.9,14089.9,4.52M,0.00%
18/12/2017,14176.3,14233.9,14435.6,14147.5,3.73M,0.41%
15/12/2017,14118.7,13715.3,14118.7,13715.3,5.12M,2.51%
14/12/2017,13772.9,13686.5,13772.9,13542.4,2.68M,0.21%
13/12/2017,13744.1,13830.5,13945.8,13657.6,2.22M,1.06%
12/12/2017,13600,13542.4,13830.5,12850.9,6.66M,0.43%
11/12/2017,13542.4,14118.7,14233.9,13542.4,6.15M,-5.62%
08/12/2017,14349.2,14637.3,14666.1,14291.5,7.68M,-2.16%
07/12/2017,14666.1,15098.3,15184.8,14550.9,5.52M,-1.55%
06/12/2017,14896.6,14464.4,15069.5,14320.4,9.47M,2.58%
05/12/2017,14522.1,15040.7,15242.4,14522.1,12.28M,-1.75%
04/12/2017,14781.4,14061,14781.4,13830.5,13.71M,6.88%
01/12/2017,13830.5,13772.9,13917,13657.6,4.41M,0.84%
