Ngày,Lần cuối,Mở,Cao,Thấp,KL,% Thay đổi
28/04/2023,15500,15500,15600,15250,8.18M,1.31%
27/04/2023,15300,15750,15800,15250,10.65M,-2.55%
26/04/2023,15700,14950,15700,14800,13.61M,5.02%
25/04/2023,14950,14700,15200,14700,6.78M,2.40%
24/04/2023,14600,14900,15050,14400,8.29M,-2.34%
21/04/2023,14950,15400,15400,14750,8.65M,-2.29%
20/04/2023,15300,15300,15500,15250,3.33M,0.00%
19/04/2023,15300,15750,15800,15300,5.74M,-2.55%
18/04/2023,15700,15700,15800,15600,6.04M,0.64%
17/04/2023,15600,15350,15750,15350,5.01M,1.63%
14/04/2023,15350,15300,15650,15200,10.68M,1.66%
13/04/2023,15100,15600,15700,15000,12.67M,-2.89%
12/04/2023,15550,15800,15950,15550,8.42M,-1.58%
11/04/2023,15800,15500,15900,15450,9.98M,1.28%
10/04/2023,15600,16200,16350,15600,22.75M,-3.70%
07/04/2023,16200,16400,16550,15950,14.89M,-1.22%
06/04/2023,16400,16800,17100,16400,21.57M,-1.80%
05/04/2023,16700,16400,16750,16300,15.56M,1.52%
04/04/2023,16450,16300,16500,16200,14.29M,1.54%
03/04/2023,16200,16350,16400,16050,12.70M,0.62%
31/03/2023,16100,16250,16400,15600,25.69M,-0.92%
30/03/2023,16250,16800,16900,16200,18.94M,-1.81%
29/03/2023,16550,16250,16850,16200,21.32M,1.85%
28/03/2023,16250,16500,16600,16250,10.53M,-0.61%
27/03/2023,16350,16000,16500,15800,18.24M,2.83%
24/03/2023,15900,16100,16200,15900,9.37M,-0.63%
23/03/2023,16000,15600,16150,15600,8.35M,0.95%
22/03/2023,15850,16300,16300,15850,8.71M,-1.55%
21/03/2023,16100,15900,16200,15600,8.97M,2.55%
20/03/2023,15700,16100,16350,15700,13.76M,-3.09%
17/03/2023,16200,16350,16450,16050,15.71M,0.62%
16/03/2023,16100,16300,16500,16000,15.62M,-2.72%
15/03/2023,16550,16000,16550,15850,18.76M,6.43%
14/03/2023,15550,16200,16200,15350,25.16M,-4.01%
13/03/2023,16200,16150,16600,15900,19.94M,-1.22%
10/03/2023,16400,16000,16450,15800,25.60M,0.92%
09/03/2023,16250,16300,16700,16250,27.86M,0.00%
08/03/2023,16250,15950,16250,15900,18.07M,0.93%
07/03/2023,16100,15500,16300,15500,24.69M,4.89%
06/03/2023,15350,15800,15950,15100,11.26M,0.33%
03/03/2023,15300,15700,16150,15300,25.03M,-1.29%
02/03/2023,15500,15600,15850,15350,12.09M,-0.32%
01/03/2023,15550,14550,15550,14350,17.92M,6.87%
28/02/2023,14550,14800,14900,14300,9.11M,1.04%
27/02/2023,14400,14800,15000,14400,20.53M,-5.26%
24/02/2023,15200,15800,15950,15000,13.66M,-3.80%
23/02/2023,15800,15150,15800,14500,23.89M,5.33%
22/02/2023,15000,15500,16400,15000,36.71M,-5.06%
21/02/2023,15800,16500,16500,15800,21.77M,-2.47%
20/02/2023,16200,15550,16200,15550,21.42M,4.52%
17/02/2023,15500,15850,15950,15350,16.61M,-2.21%
16/02/2023,15850,15300,15900,15000,31.95M,4.97%
15/02/2023,15100,14850,15350,14700,18.78M,1.68%
14/02/2023,14850,14400,15100,14350,15.71M,3.13%
13/02/2023,14400,14150,14400,13600,11.94M,0.00%
10/02/2023,14400,14200,14600,13900,12.67M,1.05%
09/02/2023,14250,14450,14800,14150,9.94M,-1.38%
08/02/2023,14450,13600,14450,13050,14.94M,6.64%
07/02/2023,13550,14550,14750,13550,26.70M,-6.87%
06/02/2023,14550,14500,14700,14100,10.27M,-1.02%
03/02/2023,14700,14550,15000,14400,10.21M,1.38%
02/02/2023,14500,14850,15000,14450,15.22M,-1.02%
01/02/2023,14650,15700,16200,14450,31.44M,-5.48%
31/01/2023,15500,15000,15500,14850,15.75M,3.68%
30/01/2023,14950,14900,15700,14750,17.27M,0.00%
27/01/2023,14950,14650,15100,14300,13.80M,2.75%
19/01/2023,14550,14500,15000,14450,16.17M,0.00%
18/01/2023,14550,15000,15100,14550,14.97M,-0.68%
17/01/2023,14650,13900,14650,13850,20.55M,6.93%
16/01/2023,13700,13250,13900,12950,17.17M,4.58%
13/01/2023,13100,13500,13550,13100,8.03M,-0.76%
12/01/2023,13200,13300,13300,12950,8.99M,0.76%
11/01/2023,13100,13100,13650,12950,14.78M,1.95%
10/01/2023,12850,12500,13200,12050,13.31M,2.80%
09/01/2023,12500,12850,13050,12500,8.30M,-1.19%
06/01/2023,12650,13200,13400,12550,12.63M,-4.17%
05/01/2023,13200,12700,13200,12350,14.84M,4.35%
04/01/2023,12650,12800,12900,12500,10.83M,2.43%
03/01/2023,12350,11650,12350,11650,8.73M,6.93%
30/12/2022,11550,11700,11950,11500,5.66M,0.00%
29/12/2022,11550,11800,12100,11450,7.47M,-2.94%
28/12/2022,11900,12000,12200,11800,8.25M,1.28%
27/12/2022,11750,10900,11750,10800,11.90M,6.82%
26/12/2022,11000,11800,11800,11000,14.47M,-6.78%
23/12/2022,11800,12450,12450,11800,14.45M,-5.98%
22/12/2022,12550,13300,13500,12400,13.77M,-4.56%
21/12/2022,13150,13950,14150,12750,20.19M,-4.01%
20/12/2022,13700,13650,14100,12800,30.95M,0.00%
19/12/2022,13700,13850,14400,13600,26.07M,1.48%
16/12/2022,13500,12500,13500,12400,33.05M,6.72%
15/12/2022,12650,12600,13000,12500,9.71M,0.00%
14/12/2022,12650,12950,13200,12600,14.47M,-0.39%
13/12/2022,12700,12050,12700,11550,12.88M,5.39%
12/12/2022,12050,13000,13350,12050,17.11M,-6.95%
09/12/2022,12950,12450,13150,12200,14.20M,4.44%
08/12/2022,12400,11950,12400,11900,13.77M,6.90%
07/12/2022,11600,11850,12350,11400,18.35M,-5.31%
06/12/2022,12250,13100,13200,12250,24.49M,-6.84%
05/12/2022,13150,12850,13150,12600,16.71M,6.91%
02/12/2022,12300,11250,12300,11150,15.27M,6.96%
01/12/2022,11500,11500,12000,11300,21.81M,2.22%
30/11/2022,11250,10900,11400,10600,13.65M,3.21%
29/11/2022,10900,10900,11200,10150,19.48M,3.32%
28/11/2022,10550,10300,10550,10200,12.40M,7.00%
25/11/2022,9860,9700,9860,9400,12.85M,6.94%
24/11/2022,9220,8490,9220,8450,13.81M,6.96%
23/11/2022,8620,9190,9500,8570,10.94M,-6.30%
22/11/2022,9200,9500,10150,9180,15.28M,-4.27%
21/11/2022,9610,9200,9610,9100,11.42M,6.90%
18/11/2022,8990,8800,8990,8570,21.80M,6.90%
17/11/2022,8410,8410,8410,8350,5.69M,7.00%
16/11/2022,7860,7070,7860,6850,10.74M,6.94%
15/11/2022,7350,7310,7950,7210,13.10M,-3.92%
14/11/2022,7650,7700,8050,7540,11.91M,-5.56%
11/11/2022,8100,8800,8990,8100,12.38M,-6.90%
10/11/2022,8700,8820,9200,8700,16.21M,-6.95%
09/11/2022,9350,9630,10100,9100,8.12M,-2.91%
08/11/2022,9630,9750,10050,9630,14.94M,-6.96%
07/11/2022,10350,10900,11200,10350,12.16M,-6.76%
04/11/2022,11100,11750,11850,11100,18.13M,-6.72%
03/11/2022,11900,12150,12450,11900,10.05M,-4.03%
02/11/2022,12400,11750,12400,11700,13.72M,6.44%
01/11/2022,11650,11950,12150,11450,10.71M,2.19%
31/10/2022,11400,11400,11900,11400,21.41M,-6.94%
28/10/2022,12250,13300,13400,12250,16.23M,-6.84%
27/10/2022,13150,12350,13150,12350,10.61M,6.91%
26/10/2022,12300,12550,12800,12200,5.79M,-1.20%
25/10/2022,12450,11700,12450,11600,16.61M,6.87%
24/10/2022,11650,12300,12400,11650,14.56M,-6.80%
21/10/2022,12500,13500,13500,12500,16.12M,-6.72%
20/10/2022,13400,13300,13700,13200,6.15M,0.75%
19/10/2022,13300,13800,13900,13300,9.50M,-4.32%
18/10/2022,13900,14250,14400,13800,9.43M,-1.07%
17/10/2022,14050,13800,14100,13500,9.80M,-0.71%
14/10/2022,14150,14100,14200,13750,13.33M,2.17%
13/10/2022,13850,13600,14000,13400,8.67M,1.84%
12/10/2022,13600,13100,13600,13050,12.18M,6.67%
11/10/2022,12750,12850,13300,12500,15.23M,1.19%
10/10/2022,12600,11500,12600,11500,9.55M,6.78%
07/10/2022,11800,12100,12400,11800,10.42M,-6.72%
06/10/2022,12650,13550,13650,12650,8.35M,-6.64%
05/10/2022,13550,13450,13700,13200,4.89M,3.83%
04/10/2022,13050,14000,14100,13050,6.78M,-5.43%
03/10/2022,13800,14800,14850,13800,8.85M,-6.76%
30/09/2022,14800,14750,14900,13900,7.24M,0.00%
29/09/2022,14800,15400,15500,14800,4.76M,-1.33%
28/09/2022,15000,15050,15450,14850,7.44M,-0.66%
27/09/2022,15100,15400,15500,15100,4.30M,-0.66%
26/09/2022,15200,15600,15900,15100,8.17M,-6.17%
23/09/2022,16200,16300,16550,16000,6.40M,-0.92%
22/09/2022,16350,15900,16600,15700,7.52M,1.55%
21/09/2022,16100,15900,16350,15900,5.26M,-0.62%
20/09/2022,16200,16300,16350,15400,7.26M,1.25%
19/09/2022,16000,17300,17350,16000,16.70M,-6.98%
16/09/2022,17200,17850,18050,17200,13.89M,-4.97%
15/09/2022,18100,18250,18650,18100,7.31M,0.00%
14/09/2022,18100,17850,18250,17800,14.52M,3.43%
13/09/2022,17500,17916.7,18000,17083,18.08M,-2.33%
12/09/2022,17916.7,18166.7,18500,17917,13.74M,0.00%
09/09/2022,17916.7,17375,17916.7,16792,15.64M,3.37%
08/09/2022,17333.3,18166.7,18208.3,17333,12.83M,-3.26%
07/09/2022,17916.7,18583.3,18708.3,17917,26.71M,-2.71%
06/09/2022,18416.7,18750,18916.7,18292,17.08M,-0.67%
05/09/2022,18541.7,17500,18541.7,17500,30.62M,6.97%
31/08/2022,17333.3,17125,17666.7,17083,10.65M,1.46%
30/08/2022,17083.3,17500,17625,17083,8.14M,-0.97%
29/08/2022,17250,17333.3,17500,16750,16.07M,-3.04%
26/08/2022,17791.7,18250,18250,17708,12.71M,-2.51%
25/08/2022,18250,18000,18458.3,17792,16.53M,2.58%
24/08/2022,17791.7,17916.7,18166.7,17750,11.03M,-0.70%
23/08/2022,17916.7,17333.3,17916.7,17333,12.11M,3.37%
22/08/2022,17333.3,17000,17583.3,16833,10.93M,1.96%
19/08/2022,17000,17583.3,17791.7,16875,17.71M,-3.32%
18/08/2022,17583.3,17416.7,17833.3,17417,8.15M,-0.24%
17/08/2022,17625,18083.3,18208.3,17458,17.25M,-2.76%
16/08/2022,18125,17958.3,18833.3,17917,19.38M,0.93%
15/08/2022,17958.3,18250,18416.7,17917,13.48M,-0.69%
12/08/2022,18083.3,16916.7,18083.3,16792,29.11M,6.90%
11/08/2022,16916.7,17666.7,17750,16583,13.46M,-2.87%
10/08/2022,17416.7,17041.7,17416.7,16708,15.97M,1.70%
09/08/2022,17125,17291.7,17666.7,17000,12.11M,-0.96%
08/08/2022,17291.7,17166.7,17458.3,16917,13.19M,1.22%
05/08/2022,17083.3,16583.3,17250,16500,13.22M,3.02%
04/08/2022,16583.3,16750,17000,16333,15.09M,1.79%
03/08/2022,16291.7,15083.3,16291.7,15042,18.26M,6.83%
02/08/2022,15250,15166.7,15625,15083,11.58M,1.11%
01/08/2022,15083.3,14125,15083.3,14083,14.20M,6.78%
29/07/2022,14125,14291.7,14500,14083,4.75M,-0.29%
28/07/2022,14166.7,14041.7,14250,13917,4.44M,3.03%
27/07/2022,13750,13458.3,13750,13417,6.26M,-0.60%
26/07/2022,13833.3,14625,14750,13833.3,11.66M,-5.68%
25/07/2022,14666.7,15000,15041.7,14583.3,5.91M,-2.76%
22/07/2022,15083.3,15250,15416.7,15083.3,4.13M,-1.09%
21/07/2022,15250,15083.3,15625,15083.3,10.77M,1.67%
20/07/2022,15000,14833.3,15333.3,14625,11.52M,3.15%
19/07/2022,14541.7,14708.3,14750,14416.7,4.75M,-1.69%
18/07/2022,14791.7,15291.7,15333.3,14750,8.21M,-2.47%
15/07/2022,15166.7,15250,15791.7,15166.7,11.29M,1.11%
14/07/2022,15000,14916.7,15125,14333.3,8.27M,0.56%
13/07/2022,14916.7,15333.3,15583.3,14833.3,7.04M,-1.10%
12/07/2022,15083.3,14833.3,15541.7,14625,9.12M,1.69%
11/07/2022,14833.3,15083.3,15458.3,14416.7,8.70M,-2.20%
08/07/2022,15166.7,14666.7,15291.7,14583.3,8.23M,5.20%
07/07/2022,14416.7,14458.3,14625,14083.3,5.61M,0.87%
06/07/2022,14291.7,14083.3,15166.7,13916.7,11.41M,-0.29%
05/07/2022,14333.3,14000,14875,14000,10.62M,1.78%
04/07/2022,14083.3,14208.3,14458.3,14000,5.43M,0.00%
01/07/2022,14083.3,13416.7,14208.3,12833.3,7.54M,4.97%
30/06/2022,13416.7,14666.7,14833.3,13416.7,8.83M,-6.67%
29/06/2022,14375,13708.3,14708.3,13625,7.63M,2.99%
28/06/2022,13958.3,14166.7,14416.7,13875,5.50M,-1.47%
27/06/2022,14166.7,13416.7,14166.7,13041.7,9.92M,6.92%
24/06/2022,13250,12750,13500,12625,12.35M,4.95%
23/06/2022,12625,12666.7,12708.3,12250,5.08M,0.33%
22/06/2022,12583.3,12166.7,12583.3,11958.3,8.01M,6.71%
21/06/2022,11791.7,11500,12625,11500,16.55M,-4.07%
20/06/2022,12291.7,13000,13416.7,12291.7,14.71M,-6.94%
17/06/2022,13208.3,13500,14000,13208.3,12.91M,-6.77%
16/06/2022,14166.7,15083.3,15125,13958.3,7.88M,-2.58%
15/06/2022,14541.7,15416.7,15791.7,14541.7,13.94M,-6.93%
14/06/2022,15625,16041.7,16458.3,15625,14.86M,-6.95%
13/06/2022,16791.7,17208.3,17500,16791.7,9.24M,-6.93%
10/06/2022,18041.7,18250,19000,18041.7,9.68M,-2.91%
09/06/2022,18583.3,17708.3,18708.3,17458.3,10.74M,6.19%
08/06/2022,17500,17083.3,17791.7,16958.3,8.11M,2.69%
07/06/2022,17041.7,17750,17833.3,16666.7,9.65M,-4.88%
06/06/2022,17916.7,18375,18666.7,17708.3,5.54M,-2.71%
03/06/2022,18416.7,18125,18750,17916.7,8.73M,2.08%
02/06/2022,18041.7,18750,19000,17833.3,14.15M,-4.20%
01/06/2022,18833.3,18916.7,19250,18500,10.77M,-0.88%
31/05/2022,19000,19166.7,19208.3,18833.3,7.20M,-1.08%
30/05/2022,19208.3,19583.3,19666.7,19041.7,9.87M,-0.65%
27/05/2022,19333.3,18250,19333.3,18083.3,19.38M,6.91%
26/05/2022,18083.3,17916.7,18333.3,17750,8.68M,2.36%
25/05/2022,17666.7,16875,17791.7,16458.3,11.94M,4.95%
24/05/2022,16833.3,17666.7,17708.3,16416.7,13.91M,-4.49%
23/05/2022,17625,18125,18500,17333.3,9.14M,-1.63%
20/05/2022,17916.7,17458.3,18125,17083.3,7.89M,2.63%
19/05/2022,17458.3,17416.7,17875,17208.3,4.73M,-2.10%
18/05/2022,17833.3,17916.7,18416.7,17791.7,5.89M,1.18%
17/05/2022,17625,15833.3,17625,15541.7,15.04M,6.82%
16/05/2022,16500,17500,18458.3,16500,12.79M,-6.82%
13/05/2022,17708.3,18750,19333.3,17708.3,11.64M,-6.80%
12/05/2022,19000,20083.3,20333.3,19000,8.84M,-6.94%
11/05/2022,20416.7,20500,21041.7,19958.3,7.13M,-0.41%
10/05/2022,20500,19166.7,20708.3,18958.3,7.28M,1.65%
09/05/2022,20166.7,20916.7,21583.3,20166.7,8.37M,-6.92%
06/05/2022,21666.7,19333.3,21958.3,19333.3,22.45M,5.48%
05/05/2022,20541.7,21958.3,22375,20458.3,21.09M,-6.45%
04/05/2022,21958.3,22250,22791.7,21958.3,19.34M,-6.89%
29/04/2022,23583.3,23583.3,24041.7,23541.7,6.19M,-0.18%
28/04/2022,23625,23833.3,24458.3,23625,3.91M,-1.90%
27/04/2022,24083.3,23333.3,24166.7,23083.3,5.32M,1.76%
26/04/2022,23666.7,22500,23666.7,22041.7,8.82M,1.07%
25/04/2022,23416.7,25000,25416.7,23416.7,9.18M,-6.95%
22/04/2022,25166.7,25250,25666.7,24166.7,6.87M,0.33%
21/04/2022,25083.3,24333.3,25500,23833.3,10.27M,0.00%
20/04/2022,25083.3,25083.3,25833.3,25000,7.79M,-0.66%
19/04/2022,25250,26500,26583.3,25041.7,5.84M,-2.57%
18/04/2022,25916.7,27500,27666.7,25916.7,9.07M,-6.33%
15/04/2022,27666.7,27750,28708.3,27666.7,6.99M,0.00%
14/04/2022,27666.7,27791.7,28416.7,27541.7,4.80M,0.30%
13/04/2022,27583.3,27541.7,27916.7,26833.3,5.21M,0.91%
12/04/2022,27333.3,28250,28583.3,27333.3,8.43M,-0.15%
08/04/2022,27375,29708.3,29708.3,27375,15.74M,-6.94%
07/04/2022,29416.7,30000,30250,29333.3,5.95M,-1.81%
06/04/2022,29958.3,29500,30583.3,29500,8.20M,0.84%
05/04/2022,29708.3,29791.7,30125,29666.7,5.13M,0.00%
04/04/2022,29708.3,30083.3,30125,29666.7,5.38M,-0.28%
01/04/2022,29791.7,29000,29916.7,29000,7.35M,2.14%
31/03/2022,29166.7,30500,30833.3,28833.3,15.62M,-3.58%
30/03/2022,30250,30916.7,31458.3,30208.3,13.25M,-3.33%
29/03/2022,31291.7,31791.7,31791.7,31208.3,8.03M,-0.66%
28/03/2022,31500,31416.7,32083.3,31083.3,11.15M,-0.13%
25/03/2022,31541.7,31333.3,32083.3,30916.7,12.69M,0.80%
24/03/2022,31291.7,31791.7,31875,31250,10.03M,-1.05%
23/03/2022,31625,32500,32750,31625,16.11M,-2.19%
22/03/2022,32333.3,31833.3,32375,30916.7,19.90M,1.57%
21/03/2022,31833.3,32125,32666.7,31750,11.74M,0.92%
18/03/2022,31541.7,30916.7,31750,30541.7,15.92M,3.27%
17/03/2022,30541.7,31416.7,31583.3,30458.3,12.01M,-1.87%
16/03/2022,31125,31333.3,31708.3,30958.3,8.23M,0.40%
15/03/2022,31000,31666.7,32250,30583.3,15.52M,-2.11%
14/03/2022,31666.7,33750,34000,31666.7,15.83M,-4.16%
11/03/2022,33041.7,34166.7,34666.7,32666.7,16.70M,-3.17%
10/03/2022,34125,34333.3,35083.3,33875,13.35M,-1.21%
09/03/2022,34541.7,34250,34958.3,33125,18.25M,2.60%
08/03/2022,33666.7,34750,35333.3,33458.3,17.87M,-4.83%
07/03/2022,35375,34583.3,36250,34416.7,18.63M,4.04%
04/03/2022,34000,35333.3,35333.3,33916.7,18.92M,-3.09%
03/03/2022,35083.3,33500,35208.3,33333.3,25.47M,6.18%
02/03/2022,33041.7,32416.7,33250,32416.7,14.65M,1.67%
01/03/2022,32500,33000,34000,32333.3,26.85M,1.70%
28/02/2022,31958.3,30166.7,31958.3,30000,26.24M,6.97%
25/02/2022,29875,30250,30250,29583.3,6.27M,0.84%
24/02/2022,29625,30458.3,30916.7,29000,10.64M,-2.74%
23/02/2022,30458.3,29833.3,30750,29791.7,6.60M,2.09%
22/02/2022,29833.3,30000,30375,29208.3,10.87M,-2.59%
21/02/2022,30625,31208.3,31416.7,30541.7,8.78M,-1.34%
18/02/2022,31041.7,30166.7,31416.7,30083.3,11.78M,1.78%
17/02/2022,30500,30416.7,31000,30166.7,5.91M,0.41%
16/02/2022,30375,30000,30375,29625,6.97M,1.39%
15/02/2022,29958.3,30291.7,30666.7,29083.3,11.48M,-0.96%
14/02/2022,30250,30458.3,31666.7,30250,11.70M,-2.16%
11/02/2022,30916.7,30041.7,31250,29750,11.54M,1.92%
10/02/2022,30333.3,30791.7,31333.3,30125,14.05M,-0.14%
09/02/2022,30375,28958.3,30375,28750,10.25M,6.89%
08/02/2022,28416.7,26333.3,28416.7,26291.7,8.29M,6.90%
07/02/2022,26583.3,25833.3,26750,25333.3,4.46M,5.11%
28/01/2022,25291.7,25500,25791.7,25250,3.50M,0.17%
27/01/2022,25250,26000,26250,25000,5.28M,-1.94%
26/01/2022,25750,26083.3,26416.7,25750,3.65M,0.32%
25/01/2022,25666.7,25000,25750,24583.3,5.54M,2.50%
24/01/2022,25041.7,26875,26875,25041.7,9.24M,-6.97%
21/01/2022,26916.7,27791.7,27791.7,26916.7,6.14M,-3.29%
20/01/2022,27833.3,27333.3,28000,26583.3,5.25M,1.21%
19/01/2022,27500,27916.7,28000,27291.7,3.70M,-0.45%
18/01/2022,27625,27750,28333.3,26000,9.12M,0.45%
17/01/2022,27500,29458.3,29625,27500,9.96M,-6.91%
14/01/2022,29541.7,29583.3,30416.7,29416.7,3.28M,-1.80%
13/01/2022,30083.3,29625,30666.7,29333.3,8.11M,2.56%
12/01/2022,29333.3,28833.3,29583.3,28583.3,7.79M,1.73%
11/01/2022,28833.3,29666.7,29958.3,28833.3,5.82M,-2.12%
10/01/2022,29458.3,29750,30333.3,29416.7,6.29M,0.00%
07/01/2022,29458.3,29666.7,30208.3,29333.3,10.11M,-1.26%
06/01/2022,29833.3,30666.7,30666.7,29666.7,11.47M,-3.24%
05/01/2022,30833.3,31375,31750,30791.7,7.09M,-1.33%
04/01/2022,31250,31458.3,32000,31166.7,8.69M,0.27%
31/12/2021,31166.7,30750,31541.7,30583.3,9.69M,1.36%
30/12/2021,30750,31000,31125,30500,3.85M,0.00%
29/12/2021,30750,29916.7,31125,29708.3,8.87M,2.79%
28/12/2021,29916.7,29250,30208.3,29083.3,8.73M,1.84%
27/12/2021,29375,30000,30000,29250,3.29M,-1.26%
24/12/2021,29750,30000,30375,29375,6.82M,1.71%
23/12/2021,29250,28750,29250,27541.7,11.22M,2.18%
22/12/2021,28625,29083.3,29500,28416.7,7.49M,-1.43%
21/12/2021,29041.7,29583.3,29708.3,28833.3,10.48M,-2.38%
20/12/2021,29750,30000,30500,29666.7,6.47M,-1.11%
17/12/2021,30083.3,30916.7,30916.7,30083.3,8.39M,-2.83%
16/12/2021,30958.3,31250,31541.7,30666.7,5.40M,-0.93%
15/12/2021,31250,31625,32083.3,31250,7.04M,-0.27%
14/12/2021,31333.3,29333.3,31333.3,29291.7,11.85M,6.97%
13/12/2021,29291.7,28833.3,29500,28791.7,5.60M,1.88%
10/12/2021,28750,29708.3,29791.7,28750,10.17M,-2.68%
09/12/2021,29541.7,29541.7,30041.7,29333.3,4.68M,-0.14%
08/12/2021,29583.3,30666.7,30666.7,29541.7,4.67M,-1.66%
07/12/2021,30083.3,29916.7,30375,29083.3,8.04M,3.44%
06/12/2021,29083.3,30916.7,31500,29083.3,14.88M,-6.93%
03/12/2021,31250,32958.3,32958.3,31250,9.95M,-4.82%
02/12/2021,32833.3,33083.3,33166.7,32708.3,4.01M,0.25%
01/12/2021,32750,32958.3,33416.7,32666.7,5.44M,-0.63%
30/11/2021,32958.3,32666.7,33625,32333.3,11.01M,1.67%
29/11/2021,32416.7,32375,32916.7,32375,5.52M,-2.14%
26/11/2021,33125,32750,33750,32750,9.69M,1.92%
25/11/2021,32500,31666.7,32791.7,31666.7,9.63M,2.77%
24/11/2021,31625,32625,32625,31500,11.42M,-2.94%
23/11/2021,32583.3,32166.7,32791.7,32083.3,6.14M,1.82%
22/11/2021,32000,31250,32583.3,31250,8.81M,2.40%
19/11/2021,31250,33166.7,33250,30958.3,17.73M,-6.02%
18/11/2021,33250,35250,35333.3,33250,22.08M,-6.12%
17/11/2021,35416.7,35916.7,36416.7,35416.7,8.09M,-1.39%
16/11/2021,35916.7,36166.7,37000,35875,6.11M,-1.37%
15/11/2021,36416.7,37250,37291.7,36291.7,8.80M,-2.24%
12/11/2021,37250,36250,37541.7,36250,7.66M,2.76%
11/11/2021,36250,36750,37000,35833.3,17.53M,-2.25%
10/11/2021,37083.3,37833.3,38041.7,37000,15.61M,-2.52%
09/11/2021,38041.7,38500,38750,38041.7,7.75M,-0.87%
08/11/2021,38375,38750,39000,38125,8.97M,-0.86%
05/11/2021,38708.3,38416.7,39166.7,37750,9.63M,1.42%
04/11/2021,38166.7,37500,38500,37083.3,8.92M,1.89%
03/11/2021,37458.3,38333.3,38500,37083.3,18.19M,-1.86%
02/11/2021,38166.7,38333.3,39125,38041.7,13.38M,-0.43%
01/11/2021,38333.3,39583.3,39666.7,38208.3,20.88M,-2.95%
29/10/2021,39500,40250,40333.3,39041.7,13.77M,-1.25%
28/10/2021,40000,40500,40500,39791.7,8.24M,-0.10%
27/10/2021,40041.7,39958.3,40166.7,39541.7,8.51M,0.84%
26/10/2021,39708.3,38750,39833.3,38333.3,11.02M,1.38%
25/10/2021,39166.7,40750,40833.3,39166.7,18.65M,-4.08%
22/10/2021,40833.3,41375,41375,40666.7,8.40M,-0.81%
21/10/2021,41166.7,41250,41583.3,40750,9.63M,0.41%
20/10/2021,41000,41250,41291.7,40250,12.18M,-0.20%
19/10/2021,41083.3,41416.7,41583.3,40833.3,11.62M,-1.10%
18/10/2021,41541.7,41750,42750,41333.3,12.92M,0.20%
15/10/2021,41458.3,40541.7,41916.6,40541.7,18.02M,2.68%
14/10/2021,40375,40083.3,40666.7,40000,12.12M,0.73%
13/10/2021,40083.3,40416.7,40666.7,39875,8.43M,-0.52%
12/10/2021,40291.7,40083.3,40291.7,39750,12.57M,1.05%
11/10/2021,39875,40000,40583.3,39583.3,10.76M,0.42%
08/10/2021,39708.3,39791.7,40250,39500,8.76M,0.10%
07/10/2021,39666.7,40375,40416.7,39583.3,13.82M,-1.55%
06/10/2021,40291.7,40000,40625,39875,8.99M,1.05%
05/10/2021,39875,40541.7,40583.3,39875,12.20M,-1.64%
04/10/2021,40541.7,39500,40708.3,39291.7,17.53M,4.06%
01/10/2021,38958.3,38416.7,39416.7,38375,11.34M,0.54%
30/09/2021,38750,38375,39333.3,38375,11.60M,1.31%
29/09/2021,38250,37916.7,38750,37916.7,8.98M,-0.22%
28/09/2021,38333.3,36666.7,38500,36291.7,12.42M,4.55%
27/09/2021,36666.7,38250,38583.3,36666.7,15.55M,-3.08%
24/09/2021,37833.3,38583.3,39000,37500,14.70M,-2.37%
23/09/2021,38750,39000,39625,38333.3,11.60M,-0.21%
22/09/2021,38833.3,39000,39250,38416.7,8.21M,-0.21%
21/09/2021,38916.7,36666.7,39000,36666.7,21.05M,3.78%
20/09/2021,37500,39583.3,39666.7,37500,25.64M,-4.26%
17/09/2021,39166.7,39166.7,40250,38875,18.94M,0.00%
16/09/2021,39166.7,39250,39916.7,38458.3,15.46M,0.53%
15/09/2021,38958.3,36333.3,39000,36125,24.58M,6.86%
14/09/2021,36458.3,36375,37041.7,36375,12.05M,-0.11%
13/09/2021,36500,37500,37666.7,36375,16.46M,-2.45%
10/09/2021,37416.7,37500,37875,36833.3,14.63M,0.00%
09/09/2021,37416.7,36583.3,37708.3,36291.7,21.93M,3.34%
08/09/2021,36208.3,35083.3,36500,34791.7,21.51M,3.21%
07/09/2021,35083.3,36250,36416.7,35083.3,20.65M,-1.75%
06/09/2021,35708.3,33750,35708.3,33708.3,26.75M,6.99%
01/09/2021,33375,32625,33666.7,32625,12.53M,0.38%
31/08/2021,33250,33583.3,33750,32583.3,13.13M,0.50%
30/08/2021,33083.3,32083.3,33166.7,32000,12.95M,3.79%
27/08/2021,31875,31416.7,32041.7,31083.3,8.97M,0.39%
26/08/2021,31750,32458.3,32500,31583.3,10.46M,-1.55%
25/08/2021,32250,31416.7,32458.3,31208.3,12.07M,2.93%
24/08/2021,31333.3,31250,31708.3,30833.3,8.12M,0.27%
23/08/2021,31250,31750,32166.7,31250,13.04M,-3.23%
20/08/2021,32291.7,33500,33625,31416.7,27.03M,-4.20%
19/08/2021,33708.3,33375,33833.3,33291.7,9.71M,1.38%
18/08/2021,33250,33125,33875,33000,14.13M,0.25%
17/08/2021,33166.7,31958.3,33250,31958.3,26.28M,4.46%
16/08/2021,31750,31666.7,31958.3,31291.7,10.09M,1.60%
13/08/2021,31250,31250,31416.7,30291.7,15.82M,-0.13%
